,co2
2015,406.91789217618407
2016,409.1402802844179
2017,411.2714730296962
2018,414.1272659925854
2019,417.1019526224791
2020,420.6626674401195
2021,424.2409231136884
2022,427.0229933359982
2023,429.1398908274806
2024,431.9390835322451
2025,435.7193768145637
2026,440.24987773203895
2027,443.2130465782426
2028,446.4930467295769
2029,449.8846703459692
2030,453.68818143221216
2031,456.9050274342919
2032,460.852226265511
2033,466.50016542724734
2034,470.8664787839552
2035,474.1195669432407
2036,477.14242135380255
2037,480.9927458906907
2038,484.7577416483892
2039,488.9591547632818
2040,492.9701428964008
2041,497.84410291731183
2042,502.39474688161295
2043,505.6235367457122
2044,509.1465403381681
2045,513.7958850980524
2046,518.4737174297148
2047,522.5515098162767
2048,526.8349956462793
2049,532.1444007643357
2050,537.0291012042007
2051,541.0566702065832
2052,544.8849699292531
2053,549.6947297921974
2054,554.9717714804372
2055,560.3663566218856
2056,564.8523209308165
2057,568.7800006142061
2058,573.9497303937414
2059,579.5389631669167
2060,585.0487331837556
2061,589.9482237749041
2062,594.816341134722
2063,600.7498196156871
2064,606.9289917483355
2065,611.4368530704426
2066,616.7407175056929
2067,622.9037030287194
2068,628.528730436282
2069,634.4385606771056
2070,640.372603010519
2071,645.4325153689231
2072,650.853816463847
2073,656.8752230463743
2074,663.2349217175295
2075,668.6779535577457
2076,673.8164318127077
2077,679.8583140120872
2078,686.0339678987233
2079,692.39140820287
2080,698.8761842670615
2081,704.8128980553362
2082,710.3699469882131
2083,716.0812389939873
2084,722.2554297695897
2085,728.9992823157891
2086,735.4061293455245
2087,742.0430068564675
2088,748.9093811469896
2089,755.2669877057222
2090,761.1377491151794
2091,767.8317855982639
2092,774.8341326729251
2093,782.1135611108813
2094,789.2696771487292
2095,796.1009392211362
2096,803.0801892424391
2097,810.0485450217483
2098,817.664787971704
2099,825.3035368989397
