,co2
2015,407.15427566283665
2016,409.93388987006955
2017,413.0383530088826
2018,415.93717195859546
2019,418.88022205460845
2020,421.9115147104898
2021,424.9511957381343
2022,428.22505893258335
2023,430.3183267994117
2024,432.56300233217894
2025,435.8907521518922
2026,440.38108314243885
2027,443.3135024624069
2028,445.69308861923275
2029,449.69160643582785
2030,454.32838904749724
2031,457.9801496903746
2032,461.78628791437535
2033,465.2451273290784
2034,469.15667196118017
2035,472.9754424728549
2036,476.9759681808883
2037,480.8893467073536
2038,484.9032837080012
2039,489.47115590039436
2040,493.10987812643964
2041,497.04210811566014
2042,501.60117840189497
2043,505.968580343352
2044,509.42322141781784
2045,513.0368806322396
2046,517.199046619884
2047,521.6676536425175
2048,526.4750420168824
2049,531.5128110566737
2050,536.9497969440364
2051,542.2199596707986
2052,546.2577255735621
2053,549.7888910364817
2054,554.7494709953669
2055,559.8631285477566
2056,565.5626573495007
2057,570.853423414294
2058,576.6839885383564
2059,581.822297357217
2060,587.2919288471819
2061,592.9714101549686
2062,597.7069838432647
2063,603.0322273105124
2064,607.8973236786849
2065,613.1471152414405
2066,618.0975972459044
2067,622.8705558934278
2068,628.1269449614313
2069,634.4212923105293
2070,640.0423326717984
2071,645.4651567274962
2072,651.4516210700034
2073,657.5664390934127
2074,663.11903396991
2075,668.6798878897235
2076,674.6520719615711
2077,680.4277375211028
2078,687.6956431244131
2079,694.0128989272172
2080,699.1978999339042
2081,704.3679715023717
2082,710.5033353539147
2083,716.9125813268735
2084,723.3587263407786
2085,730.1428889135825
2086,736.7049180886777
2087,744.4929913939034
2088,751.7203553953892
2089,757.506279085718
2090,763.2153621917557
2091,770.3384661673161
2092,777.5990013969927
2093,784.8493689564582
2094,791.7027322540796
2095,798.91746642429
2096,806.0190618724012
2097,812.8928274271957
2098,819.95116287093
2099,827.340089510686
