,co2
2015,407.68417040841473
2016,409.70512410017045
2017,412.7834180018426
2018,415.40951825911674
2019,418.16482457011773
2020,421.527812142651
2021,424.45285310568454
2022,427.52935520659724
2023,431.11704103053603
2024,434.2284774459887
2025,437.29917880919106
2026,440.6815224736436
2027,444.06879800287845
2028,447.13642552877803
2029,449.88810291198973
2030,452.8479489162996
2031,456.77353698337237
2032,461.12114257246964
2033,465.3674673120698
2034,468.90801662083976
2035,472.63635223794074
2036,475.8174758304273
2037,480.2660591111699
2038,485.39777703514227
2039,489.2768159032216
2040,493.00180329477905
2041,496.8302077735865
2042,500.49703944965785
2043,504.81795456135245
2044,509.1291378485394
2045,513.4067806266488
2046,518.7316971181037
2047,524.1776383096108
2048,529.247634062231
2049,533.1623975843651
2050,537.9365814083945
2051,543.4806664714135
2052,549.4096939036592
2053,554.1209311906525
2054,557.8986953437714
2055,562.6653105142294
2056,567.5088697875279
2057,572.1351351271381
2058,577.2066752863349
2059,582.8503840626948
2060,587.5691107077137
2061,593.0507946222939
2062,598.8572259047858
2063,604.9686732015571
2064,610.2448979553218
2065,614.7117546513815
2066,619.3611190553664
2067,625.0323163339859
2068,630.7480632686934
2069,635.6459834212006
2070,641.117133328389
2071,646.5501389980598
2072,652.5229432989344
2073,659.0861186861438
2074,664.7981988398208
2075,670.1391691052556
2076,675.4597916119529
2077,682.1634305207265
2078,688.4664964316546
2079,694.7309500901399
2080,700.5488367007231
2081,706.6175603849707
2082,712.6395250747141
2083,718.8350774920293
2084,725.6201985299717
2085,732.1777048948871
2086,738.7712570208776
2087,744.919945224237
2088,751.1314820383292
2089,757.5528576998812
2090,764.3354748170694
2091,770.8273380520634
2092,777.5806562335358
2093,783.9989518724598
2094,791.1014960957862
2095,798.6878801558984
2096,805.7774344595302
2097,812.3456609230826
2098,819.4287043748003
2099,826.3031220239817
