,co2
2015,407.13139945920796
2016,410.13377792430816
2017,412.8076025970151
2018,414.362062885209
2019,416.4009156441333
2020,418.67988758444295
2021,421.0629621371078
2022,423.9478445246893
2023,426.8971634993962
2024,429.8978640633387
2025,431.8697879770847
2026,434.2747014923654
2027,437.21059682403984
2028,440.4753064848242
2029,443.230549659465
2030,445.84674219366224
2031,448.87304925692854
2032,451.5871253245329
2033,454.1084665295314
2034,457.7660965404504
2035,460.8901574257299
2036,463.2085294949368
2037,466.02566618540675
2038,468.6048354145402
2039,471.130306447741
2040,473.56845797216874
2041,476.50515443312247
2042,479.46128927561944
2043,482.7155151103062
2044,486.3307104197686
2045,489.1893600106191
2046,491.2797051672274
2047,494.51188480345405
2048,497.6241661540007
2049,500.28525210197205
2050,503.0701210602157
2051,506.57340617519867
2052,509.32642591594765
2053,511.84679320758323
2054,515.248262535257
2055,518.5640850252456
2056,521.3153240570867
2057,523.4645858467935
2058,526.370866651163
2059,529.1132921315902
2060,530.8718976296099
2061,533.3610953083415
2062,536.8178388768761
2063,540.1726836203923
2064,543.2323586855697
2065,545.5896196585569
2066,547.8726003092571
2067,550.3899311121316
2068,553.093427934313
2069,555.4735693337971
2070,557.1651284627902
2071,559.6168925700391
2072,562.2679404675266
2073,564.108335043841
2074,566.4377833480356
2075,568.4834230725625
2076,570.2686040532254
2077,572.4222864854673
2078,575.1138247431591
2079,577.0060597879786
2080,578.050925261529
2081,579.266430862961
2082,581.0697039251431
2083,583.1425948496722
2084,583.868106527294
2085,583.9701150147201
2086,585.1308215466872
2087,586.1334917692684
2088,587.7023122040221
2089,588.2435542524786
2090,588.3675505592819
2091,588.5061451706198
2092,589.6623150108608
2093,590.4461485635106
2094,590.2846175173787
2095,590.3968819011046
2096,590.4520175540617
2097,590.8111203578741
2098,591.9942478838509
2099,591.9910473193354
