,co2
2015,407.31256988032004
2016,409.0834710304844
2017,411.3602184690614
2018,414.01751472419005
2019,417.0674668981743
2020,419.8234138922869
2021,422.3248322531151
2022,425.12121570747155
2023,428.12076177810223
2024,430.8714533803209
2025,433.2316598204028
2026,435.0773281047788
2027,437.72800375038037
2028,441.66641848250083
2029,444.592862627374
2030,446.9942876238828
2031,449.5798384284547
2032,451.92650054511097
2033,454.3984343996694
2034,456.1952334217699
2035,458.95359300357734
2036,462.4967892982374
2037,465.60048276709546
2038,468.09069645128034
2039,471.4060853059647
2040,475.11327091547435
2041,478.12340641282344
2042,481.6053806243079
2043,484.47393269019983
2044,486.47887713977866
2045,488.6870076033457
2046,491.66356500208474
2047,494.25179109572497
2048,497.23461741226026
2049,500.7721318408524
2050,504.1984486365116
2051,507.5849089322182
2052,510.5695205274278
2053,513.2317154609602
2054,515.7712938567583
2055,518.8933854572307
2056,521.3181468689316
2057,523.6338554369761
2058,525.9718059152018
2059,528.0249040051498
2060,530.5269767348748
2061,533.6824492567227
2062,536.5753745636215
2063,539.2523528631052
2064,541.8856897872598
2065,544.9435251531918
2066,547.6008291488952
2067,549.6230487090629
2068,552.4874341903618
2069,555.7751627164014
2070,557.578011924797
2071,559.379191949927
2072,561.2185293395986
2073,563.5483314762523
2074,566.406483843377
2075,568.4471538292588
2076,570.0177981727136
2077,571.3561685433499
2078,572.8368249290207
2079,574.7220933722983
2080,576.9987754416736
2081,577.8513698979649
2082,578.44566302346
2083,580.052852419916
2084,581.2979849361502
2085,583.1943169486234
2086,584.6195611820056
2087,585.3522124900564
2088,586.5537718147598
2089,587.080366136764
2090,587.5155956044647
2091,588.2256429829581
2092,589.8112477003093
2093,590.0701887770109
2094,590.571947654582
2095,591.2380654563879
2096,590.5659829388508
2097,590.4238228792133
2098,591.0835038097471
2099,591.8618264507778
