,co2
2015,406.5778912409866
2016,409.22371535403533
2017,411.2439401082574
2018,413.8061436172434
2019,417.0550286950101
2020,419.66575225558563
2021,421.82801327759796
2022,423.86174806035933
2023,426.74111286757255
2024,429.29319305155605
2025,432.149537778221
2026,434.7558503588056
2027,436.6982199832224
2028,439.12293592435384
2029,442.26161442683355
2030,445.6035647186971
2031,449.2817872603917
2032,452.37757178644205
2033,454.71760664894236
2034,457.15175275541407
2035,459.56624367267113
2036,461.93505280689334
2037,464.9226751223886
2038,468.08357419879616
2039,471.0836196811547
2040,473.94226547371466
2041,476.0766963163271
2042,478.7662484409565
2043,481.8129471917167
2044,485.0479131040971
2045,488.30010977107776
2046,491.32176947548515
2047,494.8360503675924
2048,498.4615772544306
2049,500.4221308234167
2050,502.82965447430416
2051,505.93555933562016
2052,508.5228479356041
2053,511.55513579126443
2054,514.652131279357
2055,517.0422866202497
2056,520.1012252544593
2057,522.814904144156
2058,525.3253999349593
2059,528.3096315777283
2060,530.5588077913889
2061,533.6504445734145
2062,536.7691654675134
2063,539.2283502600761
2064,540.7582290665459
2065,543.072445865018
2066,545.2490925053754
2067,548.3494935953019
2068,550.35904008827
2069,552.0985182306764
2070,554.9485861639441
2071,557.5007947350053
2072,560.5261305987055
2073,563.4654684686518
2074,565.2695794067822
2075,566.302731085734
2076,568.2613184335944
2077,570.0795655566806
2078,572.7025822289038
2079,574.6017026830198
2080,576.0166814923937
2081,576.8618148964174
2082,578.1315167119704
2083,579.7599741798313
2084,580.9861802269738
2085,582.147905895584
2086,582.9005138773724
2087,583.0864233072942
2088,584.4763470550697
2089,585.2101322299028
2090,585.3667874520478
2091,586.2141609790019
2092,587.0920813263825
2093,587.6584935658237
2094,587.9234387956685
2095,588.261647944388
2096,589.2415689531977
2097,588.6251293044884
2098,588.5167002967991
2099,588.5735365471385
