,co2
2015,407.60225075037465
2016,410.2318992265396
2017,411.9924705170914
2018,413.4768444155134
2019,415.86189158450037
2020,419.10647919194423
2021,422.37741564893315
2022,424.71113541321404
2023,426.8586103410528
2024,429.69200237186317
2025,432.43204657811975
2026,435.39048521808684
2027,438.5269965072294
2028,441.90914182198
2029,444.6169262470451
2030,446.2143852899328
2031,448.13452136558396
2032,450.90455668026897
2033,454.12084910092454
2034,457.90034806145644
2035,460.67828412498255
2036,463.7250666780839
2037,466.69598329314925
2038,469.9670759722257
2039,472.5761632202383
2040,474.8637981352065
2041,477.7683897233082
2042,481.59023355040927
2043,484.23869687014604
2044,486.5863364399752
2045,489.7954078365527
2046,492.091877995721
2047,494.98163623437074
2048,498.07045754882967
2049,501.00507696687754
2050,504.0644425274208
2051,506.1228805866173
2052,508.70606116393367
2053,511.6375993254256
2054,515.2021150801048
2055,518.210058111166
2056,520.6417331587213
2057,523.7679304374333
2058,526.389394767272
2059,529.0015860959851
2060,532.0540742220747
2061,534.2628418739675
2062,536.3358417459755
2063,538.7733224366542
2064,541.3811163058932
2065,543.6182741171847
2066,546.3664559719896
2067,549.2859862252451
2068,551.7666821854317
2069,554.9220733906305
2070,557.4319513178923
2071,558.9314220738383
2072,560.5440210373666
2073,563.4409408134043
2074,566.1166569964278
2075,568.0978778926276
2076,569.4774145788963
2077,570.705219657403
2078,572.146898155365
2079,573.849258382514
2080,575.2445375254445
2081,577.5610980682325
2082,579.3532598211864
2083,579.7951426748184
2084,580.8031212871917
2085,581.7259778841919
2086,583.0523456818136
2087,584.1363820789226
2088,585.4025822097607
2089,586.330508525073
2090,586.4442023460172
2091,586.5729158222418
2092,587.4387521529728
2093,588.570386487342
2094,588.599144794688
2095,588.1140910184445
2096,588.0988565811907
2097,588.6741453021441
2098,589.1365408422018
2099,589.9723323035129
