,co2
2015,405.8908923620735
2016,408.2800772968886
2017,410.9698442959709
2018,413.829910850749
2019,416.0242830108918
2020,418.0448996886176
2021,420.1636635364823
2022,422.78523160111126
2023,426.3456466166412
2024,430.33424879281756
2025,432.60978776200955
2026,434.2792108524835
2027,435.8754143875425
2028,438.01429590764724
2029,441.2431465588379
2030,444.1911249483282
2031,446.8376455248763
2032,450.3250587544877
2033,453.9447931274707
2034,457.2402391865841
2035,459.4358652697658
2036,460.99724198510853
2037,463.6342288104886
2038,467.01210214733214
2039,469.71731502567377
2040,472.97165321297564
2041,475.7566963334803
2042,479.42475665848303
2043,483.0058089128296
2044,485.9760444228148
2045,488.42537738464375
2046,490.39618423950316
2047,493.077853147646
2048,497.2701115835616
2049,500.74116023579575
2050,502.32655387157087
2051,504.6174314911442
2052,508.18883893019097
2053,512.060827428831
2054,514.1210400119352
2055,517.1368460891971
2056,519.8551481087512
2057,522.3444668856898
2058,525.593115777845
2059,529.1048279464037
2060,531.3669053506246
2061,533.4446392311647
2062,536.1989585565318
2063,539.2808863951033
2064,541.8840431820653
2065,544.3851971810678
2066,547.7179848830791
2067,550.3232405889732
2068,551.9232417574254
2069,553.7826540409108
2070,556.5571020927987
2071,558.7363576616385
2072,560.9388379288908
2073,563.4558991662942
2074,566.6786933585031
2075,568.0276776888535
2076,569.0587586907544
2077,570.7691143838738
2078,573.3760270544011
2079,576.7905239113289
2080,578.1510329892908
2081,578.6913724791519
2082,580.1559547040306
2083,581.6912654463607
2084,583.507474344392
2085,584.4578664877799
2086,585.1619978000241
2087,586.2042047232047
2088,586.837693882793
2089,587.4937973459585
2090,588.7010605304342
2091,588.893310271069
2092,589.277599997351
2093,589.4716201376006
2094,589.4193735146563
2095,590.4065941850604
2096,591.0424850951678
2097,591.0146069017395
2098,591.176368890661
2099,591.2338555130226
