,co2
1850,281.84472718092366
1851,281.9409690943849
1852,282.36057961142336
1853,283.4625357524709
1854,284.2501160255181
1855,284.77777373057984
1856,285.4807951612661
1857,285.7726206355621
1858,285.8368182748411
1859,285.9808740457158
1860,285.5116384354032
1861,285.4613972816099
1862,285.86430109313625
1863,286.23915473749094
1864,286.15102885471896
1865,286.2659950122132
1866,286.384042531382
1867,286.6368059769706
1868,286.6106126458714
1869,286.12784086550226
1870,286.53877416182223
1871,287.66817758917574
1872,288.0570230132359
1873,287.80181355402493
1874,287.88640610455474
1875,287.43895601114946
1876,287.4509864603161
1877,288.06244782010043
1878,289.26780100252574
1879,289.4662134417647
1880,289.69031285784723
1881,289.8872756579129
1882,289.6926177170757
1883,289.85953316979635
1884,290.2494590436682
1885,290.37449303249036
1886,290.2744634696178
1887,290.3317684363922
1888,290.6467235372571
1889,291.4948716370649
1890,291.85234531376267
1891,291.4405004339538
1892,291.733440303486
1893,292.2172593034939
1894,292.8532935263516
1895,293.4519264575836
1896,293.5386046115549
1897,293.2039651197029
1898,292.92524303176697
1899,293.46352627275536
1900,293.6385328390231
1901,293.87744529597103
1902,294.02598391028795
1903,293.81997096097894
1904,294.6508075196869
1905,295.0342461122552
1906,295.6233311275462
1907,295.32108380939616
1908,295.47113942129084
1909,295.46355921093055
1910,296.089912004406
1911,296.62499312240743
1912,297.11927191758593
1913,297.4593260144645
1914,298.21440278989303
1915,299.00495568872566
1916,299.3754404729273
1917,299.5195015949327
1918,299.7460088690041
1919,300.4835561454028
1920,300.73869694015605
1921,301.3099579630011
1922,301.1119353554261
1923,300.8197676261395
1924,301.93163101739145
1925,302.76019414242296
1926,302.49134023054944
1927,302.7434081427308
1928,302.9977680032836
1929,303.19572483768906
1930,303.72400139298855
1931,304.45858138424614
1932,304.7724244258509
1933,304.8079038921082
1934,304.78604734043216
1935,305.06407137231946
1936,305.40344217978463
1937,305.87595632141995
1938,306.9943656349013
1939,307.8146309896671
1940,308.0826668043108
1941,308.6343390311004
1942,308.7104814157496
1943,308.2988891781969
1944,308.77972742696124
1945,309.0785342346792
1946,310.1991344667927
1947,311.91831187590225
1948,311.53351798757546
1949,311.0445784776649
1950,311.49435513196823
1951,312.68479767567356
1952,314.2809427675293
1953,314.8963500116312
1954,314.06973842574513
1955,313.82528526569484
1956,314.88089504571155
1957,316.0171171075454
1958,316.9566533391923
1959,317.7677262740835
1960,318.4138418359858
1961,319.3433422321379
1962,320.20019823877016
1963,321.07151569910917
1964,322.52482130076464
1965,324.521501279173
1966,325.2824183527132
1967,325.79952112996455
1968,327.0274854228308
1969,328.6076862514176
1970,329.95060823834757
1971,330.4214167075035
1972,331.4122609639958
1973,333.25810902592843
1974,334.5237533078665
1975,335.09503569503624
1976,336.898503654175
1977,338.98539683778165
1978,340.5142082214607
1979,341.3544517459662
1980,342.7990145077945
1981,343.9694558854445
1982,346.14619587541625
1983,348.6323239274437
1984,349.822225468542
1985,350.5040499610909
1986,351.8846460447855
1987,354.0039839073074
1988,356.3358944373232
1989,356.94981335852606
1990,357.9483750695095
1991,359.93051490541905
1992,362.00317830618326
1993,363.8455222369548
1994,364.4791820059687
1995,365.0786808700795
1996,367.24528872024683
1997,369.574906613911
1998,370.61840221715033
1999,372.13741682722014
2000,373.65975260180034
2001,375.5632979433237
2002,377.44850245573525
2003,380.3071484482278
2004,382.34643902267516
2005,383.17696173479044
2006,384.78292283274095
2007,386.86698708591325
2008,389.9877808936702
2009,391.74399869421217
2010,393.31562688015794
2011,395.99950762141185
2012,399.3058763697721
2013,402.2732455409368
2014,404.89665805500704
