,co2
1850,281.8243500058491
1851,282.55190783417834
1852,283.2884970920531
1853,283.79452856724146
1854,283.7589837211317
1855,284.1264675451771
1856,284.3524088198077
1857,284.5203609737232
1858,285.15630062223465
1859,285.8557407201667
1860,286.3049006022021
1861,286.9015369775907
1862,287.1078723526437
1863,286.9844321860284
1864,286.9328623798946
1865,286.9912201781942
1866,287.2235663768815
1867,286.8629432741048
1868,286.81916262525414
1869,286.9703728449011
1870,287.4237943845615
1871,288.13725860685065
1872,288.79620128930947
1873,289.2355095470294
1874,289.04970126976036
1875,288.9785934055513
1876,289.21424769843804
1877,289.6808394950309
1878,289.9011104669826
1879,289.6145183734696
1880,289.79287473564455
1881,290.35065302876023
1882,290.6712501400413
1883,290.98390605478886
1884,291.3788238655679
1885,291.96488141227337
1886,291.7845132512694
1887,291.1546831255306
1888,290.84238254960115
1889,290.98839987941625
1890,291.5036091556327
1891,292.2059275324952
1892,292.3542833223305
1893,292.4525443373611
1894,292.5622276816891
1895,292.29100646194115
1896,292.4247679096453
1897,292.1120860410462
1898,292.5365327213646
1899,292.713331569634
1900,293.40289341801497
1901,293.90753385542786
1902,293.61902784705813
1903,293.8491471974114
1904,294.74988632152946
1905,295.2228249635442
1906,295.83979344121155
1907,296.2317767008222
1908,296.7839905416247
1909,297.06996822137774
1910,297.5190832240061
1911,297.42577140192
1912,296.8503251825475
1913,298.0846066271421
1914,299.2164569491784
1915,299.6629965841924
1916,299.6165871292874
1917,299.3941734974438
1918,299.1093934347185
1919,299.4833013494871
1920,300.04753496571425
1921,300.5454666214243
1922,300.89645273677974
1923,301.08912379080476
1924,301.3900555690596
1925,302.26080326026056
1926,302.1743551700247
1927,302.5451403679657
1928,302.85520422509785
1929,302.69168706656734
1930,303.66816614324426
1931,305.01401807680105
1932,305.026714845982
1933,304.48293027918515
1934,304.3477978790981
1935,305.16853183955175
1936,305.80855386030527
1937,305.89924274687075
1938,306.1199736378793
1939,306.76285812727014
1940,308.1100033189317
1941,308.87975071252026
1942,309.0724774903841
1943,309.2127121912818
1944,309.78074684839623
1945,310.50981487610665
1946,310.26926640090267
1947,309.7768002221558
1948,309.5393168236875
1949,309.46839948668975
1950,310.1084290090493
1951,310.88347290586273
1952,312.10034127653836
1953,313.7099835138452
1954,314.13607946051224
1955,313.89849213385924
1956,314.1497966616245
1957,315.55625544380865
1958,316.9461025929565
1959,317.93000265938025
1960,318.7511013309113
1961,319.17005541342684
1962,319.86456025816796
1963,320.9611287100881
1964,322.04346944103037
1965,322.99616010190044
1966,324.7455758268129
1967,326.85996141932964
1968,327.50755028614077
1969,328.2794285814148
1970,329.39595368565614
1971,330.7142969971137
1972,331.5116829312141
1973,332.16614622208834
1974,333.51864978557245
1975,335.411141222696
1976,337.0209825306873
1977,338.4871665632449
1978,340.2682984292857
1979,342.17424258456373
1980,343.9284535049699
1981,345.319082675963
1982,346.2976081479546
1983,348.00887205290996
1984,348.9838133345739
1985,350.04229005431336
1986,351.71836053387085
1987,353.3405984899221
1988,355.0561498951295
1989,356.50758532432377
1990,358.46697750964904
1991,361.05807617067717
1992,362.9257943683654
1993,363.7785518245345
1994,364.72252028101
1995,366.5424491535288
1996,368.4392564411755
1997,370.25570778169066
1998,371.56570065102255
1999,373.0383238395915
2000,373.63543127882764
2001,374.91416567197444
2002,377.2764091367292
2003,379.79151002979256
2004,382.42433817708604
2005,383.9973498400136
2006,385.72722741741967
2007,387.5255316626833
2008,389.12916399328674
2009,391.18253526170616
2010,393.3104810601243
2011,395.98969054976413
2012,398.82197994752477
2013,401.80806121437433
2014,404.29700171520693
