,co2
1850,283.65047204087205
1851,284.0219375946175
1852,283.90470832266305
1853,283.53081195365627
1854,283.4913418646894
1855,283.3792874522952
1856,283.75387406028136
1857,284.3539458648961
1858,284.8841156386062
1859,285.2181006262811
1860,284.85547406977736
1861,285.5473640312738
1862,285.6338426925816
1863,285.8109188777392
1864,286.14985149849014
1865,286.2585442407559
1866,287.1776990245194
1867,287.840356816522
1868,287.37107984913223
1869,286.842835755153
1870,287.25237171201644
1871,288.2112329274887
1872,288.61897649565066
1873,288.99310060671075
1874,288.9761669308107
1875,289.1698258733409
1876,289.24908697048
1877,289.0037527685971
1878,288.37061016055543
1879,289.0860234166306
1880,289.4178683969746
1881,289.02826522887455
1882,288.9512830212369
1883,289.3206978992974
1884,289.7248338382494
1885,290.1535425590554
1886,289.8454338644351
1887,290.040137603989
1888,290.6057521467863
1889,290.7870557503437
1890,291.1440538664767
1891,291.7194644640862
1892,291.1697054332211
1893,291.41618930450056
1894,291.3591703373438
1895,291.26801768753035
1896,291.83391547535587
1897,292.56271661665534
1898,293.09934159338445
1899,293.7653226823487
1900,294.2731625250173
1901,293.6608849179823
1902,294.0689190287694
1903,294.5387185702119
1904,295.31568221421213
1905,295.73172577537224
1906,295.70233799157666
1907,295.9968504929077
1908,297.2152735297362
1909,297.2674863719186
1910,296.9558014658228
1911,297.4002689697743
1912,297.7268591930945
1913,297.7395622641906
1914,298.5197072584685
1915,298.8731715272642
1916,298.6586297757885
1917,299.134471451561
1918,299.35220669453247
1919,299.2076683212423
1920,299.2994984170536
1921,299.4402951982488
1922,300.0834351350115
1923,300.85730457827196
1924,301.3063680870884
1925,301.69570873663855
1926,302.09558366707773
1927,302.22530332473514
1928,302.78510497107635
1929,303.7410570503946
1930,304.027696789075
1931,303.8558573303942
1932,303.992562131316
1933,304.44367834143344
1934,305.00661284038864
1935,305.6612387211966
1936,306.61145098694993
1937,306.95490134675424
1938,306.3149749789989
1939,306.4581960047312
1940,307.05805765403335
1941,307.808029647417
1942,307.8677780794206
1943,308.34025386162097
1944,308.66500843023545
1945,309.2109352256592
1946,309.8146803234358
1947,310.0453996919948
1948,310.45145758134095
1949,310.52073185211117
1950,311.70851922811335
1951,312.3759354030976
1952,313.36105679105964
1953,313.8480266833414
1954,313.7984459033564
1955,314.56411361893817
1956,315.34341715536056
1957,316.2750168942764
1958,317.5514291326261
1959,318.8650796293603
1960,319.9468890923645
1961,320.7023063531815
1962,321.3006402945385
1963,321.323957814845
1964,321.83690930386166
1965,323.1397887513699
1966,324.8722391702379
1967,325.86952542019816
1968,326.5098282091897
1969,327.8041712068452
1970,329.6801799581902
1971,331.7557043628558
1972,333.3760892935541
1973,334.66450627715324
1974,335.5236262392043
1975,336.18430317744895
1976,337.44747002726393
1977,339.2754178734581
1978,340.95147197027603
1979,342.9092485227932
1980,344.69966262943757
1981,346.20382905637155
1982,347.10058591726755
1983,348.7486862329525
1984,350.4832969119946
1985,351.29974227149364
1986,352.7148219026129
1987,353.9070816002311
1988,355.708424683053
1989,357.92628710464874
1990,360.3232152245395
1991,362.0343348745616
1992,362.8540605955244
1993,363.9829049102248
1994,364.6340660514652
1995,366.1065796362651
1996,367.8616393074762
1997,369.46316317049644
1998,370.9645855167127
1999,372.04478686199155
2000,373.5261282779504
2001,375.4201083662913
2002,377.47667981032265
2003,380.1340262145624
2004,382.43328615560074
2005,383.70123234305873
2006,385.1440228966037
2007,387.31475864796386
2008,389.4447647769385
2009,391.34034829087113
2010,393.30859961765594
2011,396.54182960742247
2012,399.6948005837132
2013,402.3039077209464
2014,405.5544398106944
