,co2
1850,281.652402172915
1851,282.77118291136253
1852,283.70045939337325
1853,283.8631437576761
1854,284.12084439389804
1855,284.738605229006
1856,285.0387702066133
1857,285.5657182841245
1858,285.72376797247097
1859,286.37978688790014
1860,286.69980158072156
1861,287.39395275991467
1862,287.51913440806356
1863,287.0198547065262
1864,286.83458016552964
1865,287.454226100663
1866,287.89192286534393
1867,287.76555095838575
1868,287.51526256586095
1869,287.64170279380033
1870,287.3931769625767
1871,287.41312173770183
1872,287.3402458747904
1873,287.3772460701129
1874,287.4513421287241
1875,287.9462615065233
1876,288.24511821741174
1877,288.92086359520044
1878,289.73160422310133
1879,290.56924791252806
1880,290.30165228961505
1881,289.75677612280714
1882,290.6558326777543
1883,291.08107335276355
1884,291.23156560838237
1885,291.41513817690816
1886,291.04892716694843
1887,290.83843299251845
1888,291.4069725486474
1889,291.69663265140196
1890,291.5648669694832
1891,291.25337450950167
1892,291.00570427958
1893,292.0476137771393
1894,293.0002944913754
1895,292.62579843072973
1896,291.96154202331076
1897,292.6488411042835
1898,293.09999922601276
1899,292.991812955558
1900,293.61059440315796
1901,293.7113686211002
1902,293.88354465804514
1903,294.6580498225152
1904,295.46868512438806
1905,295.76748716007955
1906,295.25195932908673
1907,295.4148007381695
1908,296.5759909578813
1909,297.3904399456476
1910,297.4609450944606
1911,297.28741030911436
1912,297.14887585614366
1913,297.2263123060799
1914,297.4568584065023
1915,298.45219803573156
1916,298.9919566950321
1917,299.81695797761125
1918,300.0574413697224
1919,300.21745657189996
1920,300.22216555310683
1921,300.5809423439539
1922,300.74952031812177
1923,301.17120229722383
1924,301.4129177641184
1925,301.48031117315975
1926,301.77179305955207
1927,302.41006667711616
1928,302.8433548283374
1929,303.28803400529563
1930,303.7605100427347
1931,304.6348504681632
1932,305.71769805918905
1933,306.11583737334814
1934,305.8521775652674
1935,305.2146022043639
1936,305.7383784794882
1937,306.5688140099254
1938,306.5378127287408
1939,306.9221767826306
1940,308.04228048962136
1941,308.6970593512864
1942,308.45521261892884
1943,308.9882591078572
1944,310.3246892562126
1945,311.17348782663754
1946,310.98784693977046
1947,311.4403576715256
1948,312.4398721202336
1949,312.691931029263
1950,312.3541735123867
1951,313.30021185030785
1952,314.1706427417085
1953,314.5235581838421
1954,315.145285137593
1955,316.2171932650819
1956,317.34246831688034
1957,317.84019375872396
1958,318.2340028258803
1959,318.82924456003514
1960,320.1651389973098
1961,320.85911133994017
1962,321.1815967257358
1963,323.1509924445582
1964,325.25564919689367
1965,325.5143905653239
1966,325.03448918091425
1967,325.6594980199084
1968,327.0285487569564
1969,328.86681861297495
1970,330.86915553610476
1971,332.3592381212928
1972,332.7589110303243
1973,333.0802527825358
1974,334.5029724163089
1975,336.397834430375
1976,338.8471535129137
1977,340.9227990698125
1978,342.53806091703564
1979,344.0918575732892
1980,344.8479444615129
1981,345.94928868116136
1982,347.17243757517076
1983,348.58137381843756
1984,351.13954819831775
1985,353.5557779369428
1986,354.4821745703167
1987,355.18102215717255
1988,356.936416920182
1989,359.6004690048095
1990,361.167115209017
1991,361.3262963409798
1992,362.0001352796586
1993,363.5926038831997
1994,365.48453982873957
1995,367.09820962126287
1996,369.4546613047395
1997,371.4135048443723
1998,373.1049380333415
1999,374.1890229306646
2000,375.436993652498
2001,376.87168135890283
2002,378.65578738399694
2003,380.7678317628306
2004,383.2825269808439
2005,385.19210506435985
2006,386.14451704687946
2007,387.9114734872758
2008,390.9463773165969
2009,393.9078512533276
2010,395.5321136320066
2011,397.97399789529
2012,401.3684454515926
2013,404.02102750136123
2014,406.2003321707645
