,co2
1850,283.3569637037438
1851,283.5563582195174
1852,283.88232705468545
1853,284.42386312984905
1854,285.1600528732266
1855,285.8923018585348
1856,286.45043202742085
1857,286.6233844936176
1858,286.71769108216466
1859,286.68324964828963
1860,286.7548070210665
1861,286.3992345797266
1862,286.2741615616191
1863,286.38280449146794
1864,286.3603565170108
1865,286.4872241841657
1866,286.8005460163701
1867,287.43814579298953
1868,287.772493450585
1869,288.10348131515383
1870,288.2010416132327
1871,288.2618859814955
1872,288.9469425045286
1873,289.28157283751096
1874,289.20673553663016
1875,289.0573791757085
1876,288.6964602689765
1877,289.1769804541373
1878,289.8132179943229
1879,289.9954275420639
1880,290.1567552766756
1881,290.4850369597504
1882,290.3334054965653
1883,289.72532714593
1884,289.4627530102877
1885,288.8785362592295
1886,289.6347842472025
1887,290.53840514609817
1888,291.4510119462333
1889,292.13259996835654
1890,291.20712277522836
1891,290.4781006775136
1892,290.84573842193396
1893,290.61233102294364
1894,290.2831967527586
1895,291.5866003764916
1896,292.0361199231633
1897,292.2256117704877
1898,293.5020439931908
1899,294.06288114615944
1900,294.00115569804257
1901,294.0206948815677
1902,293.9306668643993
1903,294.03955907320653
1904,294.1981864947591
1905,294.65959462263584
1906,295.14661064369426
1907,295.8283872755898
1908,295.7567909500273
1909,295.7678229678449
1910,296.8219557455436
1911,297.48868946761877
1912,298.0042918614867
1913,298.19986587117813
1914,298.4697983175431
1915,298.11816649655094
1916,298.69829387187673
1917,300.0054447905993
1918,300.41875695099304
1919,300.70877766074057
1920,301.2321143559891
1921,300.8614294886508
1922,300.97235616394073
1923,301.5264335801765
1924,301.58955570898877
1925,301.9259288372496
1926,303.50431851655367
1927,304.29993873919085
1928,303.0974344588873
1929,302.41987147370435
1930,302.7757325156256
1931,303.5107568808631
1932,304.8204323369997
1933,305.0233351437324
1934,304.41574082741636
1935,304.52345738060524
1936,305.42422589482186
1937,306.3113396816308
1938,306.8585587396036
1939,306.9902412799249
1940,307.32912088117024
1941,307.45154969777354
1942,307.4528038873798
1943,308.03357851500266
1944,309.26256103173847
1945,309.75766487122235
1946,310.4915156574029
1947,310.2236517843328
1948,309.8440020767055
1949,309.963192090965
1950,309.9231855872606
1951,310.87419403923514
1952,312.7252606174169
1953,314.1202585195882
1954,314.021083847529
1955,313.5513208275743
1956,314.47459971495766
1957,315.2610430653548
1958,316.4470237552818
1959,318.0757890391323
1960,319.1301309944342
1961,320.44903172979014
1962,321.3551174241964
1963,322.0299163604335
1964,322.90935634349626
1965,324.4534615924951
1966,326.3737137609816
1967,326.63687014056154
1968,326.97842961691924
1969,328.2436975382113
1970,329.19750398452027
1971,330.4893173418622
1972,332.8932633852914
1973,334.7803528592033
1974,335.41249569446666
1975,336.3452175891634
1976,337.8799144663388
1977,339.40114822310704
1978,341.16563494009154
1979,342.97905059945293
1980,344.1640443130309
1981,345.55498690824913
1982,347.1219199892982
1983,348.309995594931
1984,349.52462934565494
1985,351.2558729103346
1986,353.2989507565729
1987,354.89624155350236
1988,355.78739178415356
1989,356.9868104060366
1990,358.8816591545549
1991,360.3240385953222
1992,362.07095114846936
1993,363.1384165462159
1994,364.84557302260623
1995,367.1463178306362
1996,367.99957795723554
1997,369.4384767829162
1998,371.26687017032043
1999,372.78858000449236
2000,373.84927709246443
2001,375.1785937474831
2002,376.4753593978524
2003,378.4355879145597
2004,380.53745752594125
2005,382.79807230660674
2006,384.6315459661493
2007,386.682954607554
2008,389.84700600037814
2009,392.83060485922135
2010,395.3630523475051
2011,396.85173145158353
2012,398.27274905901305
2013,401.2906216321642
2014,403.8528321082963
