,co2
1850,281.74399312672773
1851,281.73196033926456
1852,282.0234910633814
1853,282.7390013156147
1854,283.4734861657722
1855,284.57703925129215
1856,285.69740140008315
1857,285.4737141617184
1858,284.740294207617
1859,284.96374705915935
1860,285.8439519315429
1861,286.28512472440775
1862,286.21440497335595
1863,286.9003860083385
1864,287.210589836623
1865,286.84418435478165
1866,286.7564991662562
1867,286.53217628519127
1868,286.79358623130577
1869,286.71155865982126
1870,286.78485435735485
1871,287.34534095221056
1872,287.4385211615508
1873,287.2081472424009
1874,287.50409914428593
1875,288.2434341792758
1876,288.1081733235737
1877,287.67745319991013
1878,286.94790775292415
1879,287.4850364858152
1880,288.1752073417724
1881,289.2196465054293
1882,289.7180164341054
1883,290.45116582285215
1884,290.9839064954083
1885,290.73671537811566
1886,290.3416702625584
1887,289.8858517723525
1888,290.1108497776175
1889,290.2086334527434
1890,290.2801243726396
1891,290.76924163543555
1892,291.24730240982666
1893,291.5174282005196
1894,291.7264350875553
1895,291.5245110269922
1896,291.9811747990783
1897,293.35860736665785
1898,293.9089630467951
1899,293.7523723701154
1900,293.7120222861986
1901,294.33314626634456
1902,294.94862394641655
1903,294.663179813785
1904,294.71949539603753
1905,295.42615880522334
1906,296.03077698783494
1907,296.3959088776096
1908,296.5056120614939
1909,296.7269378044072
1910,297.40181009748244
1911,298.6174566901462
1912,299.00899786963083
1913,299.4343520264079
1914,300.32784062308036
1915,300.80936384537813
1916,299.93290446002953
1917,299.8770688221363
1918,300.1522232989668
1919,300.2175909515356
1920,300.663316616644
1921,301.2332899572839
1922,301.52239487847277
1923,301.73380517049037
1924,301.7816861550531
1925,302.1708399251874
1926,302.7171383633922
1927,303.7936188594356
1928,303.9059443229573
1929,303.8515469532741
1930,304.3323716763967
1931,304.98231931324756
1932,305.20281207054484
1933,305.02210658684703
1934,305.4676042765685
1935,306.15479014649475
1936,306.4340205325997
1937,306.8749323899005
1938,307.4633056299547
1939,307.757397240328
1940,307.7357903274048
1941,307.74730809222365
1942,308.31808003667965
1943,309.2074200930175
1944,310.35273019241265
1945,310.7121600628806
1946,311.1145734380218
1947,311.3887830562956
1948,311.14002663791547
1949,310.6244701311686
1950,311.19206542463866
1951,312.623855379034
1952,313.1617671579318
1953,313.00955346621646
1954,313.4399043925116
1955,314.75845166168307
1956,315.5891999190139
1957,316.0111859257488
1958,317.10788543676017
1959,318.60252519736173
1960,319.4273813630725
1961,320.57983048196843
1962,322.0165091326577
1963,322.39174358274033
1964,322.8853892223873
1965,323.7115828415929
1966,325.8512918434524
1967,327.3979765725864
1968,327.5706309329619
1969,328.0367959953013
1970,329.9222088493019
1971,331.1047031836748
1972,332.58729906120453
1973,333.8555457233562
1974,336.13036918888736
1975,337.43395032588586
1976,338.2540694781039
1977,340.10765487140526
1978,341.65596667867925
1979,342.6147303286468
1980,344.10907614208827
1981,345.5899929249612
1982,346.9768242900413
1983,348.87647320588576
1984,351.2799931184975
1985,352.23093163267134
1986,353.05921689029975
1987,354.9021784185206
1988,356.8036655860914
1989,358.76435561678795
1990,359.81811595285274
1991,361.5524077135485
1992,363.6059651441908
1993,365.8565158930574
1994,367.002607315682
1995,367.9360507741048
1996,368.8671257968232
1997,370.1339309128404
1998,371.4222370629287
1999,373.1961960025067
2000,374.87627326022493
2001,376.82200106189356
2002,378.5735497220849
2003,380.6590125022595
2004,383.1439758392926
2005,385.7276646273361
2006,387.8643918665219
2007,389.18116937542146
2008,391.183558738863
2009,393.38366018778214
2010,395.83122874556796
2011,398.2735948287471
2012,400.29494398205
2013,402.8489314002676
2014,405.63633940168427
