,co2
1850,282.8831272362662
1851,283.6499053093785
1852,283.8866941342822
1853,284.575214955563
1854,285.0672431990263
1855,285.14125195912845
1856,285.1836038968667
1857,285.11474775443145
1858,285.4534277907765
1859,285.88314192616906
1860,285.3947776777077
1861,285.4343823229621
1862,286.08935113802755
1863,286.97891841863424
1864,287.3284564910819
1865,287.50730843489
1866,287.80922779297913
1867,288.2799638843395
1868,288.1179655977007
1869,288.0912541526206
1870,287.6597679234987
1871,287.4592898028902
1872,287.45957068468533
1873,288.52847545305326
1874,288.6003096299437
1875,288.07652519316684
1876,288.3096050227732
1877,288.95624584823537
1878,288.8739370230591
1879,288.2335121183804
1880,287.94350859070175
1881,288.09714796541715
1882,289.14713253305916
1883,289.98438833467225
1884,290.1671584953734
1885,290.00637433551856
1886,290.0133600233636
1887,290.519877108034
1888,291.3949100524687
1889,291.89026489326085
1890,291.58868126596843
1891,291.12232621436135
1892,291.36993041549147
1893,292.105302247082
1894,292.8514503481778
1895,293.34972113515477
1896,293.402267813929
1897,292.9239378837109
1898,293.0886967100522
1899,293.24239307063414
1900,293.3255606152494
1901,293.1835769597793
1902,293.4433569124654
1903,293.43368106906985
1904,293.32443629497703
1905,293.4167761412434
1906,293.81809926158684
1907,293.9872722564393
1908,294.90222709793557
1909,295.50327409321187
1910,295.6009705278463
1911,295.62191780462945
1912,296.2408249975782
1913,296.93653853243643
1914,297.1535124396017
1915,296.50623412631654
1916,296.4303733607496
1917,297.26605397624655
1918,297.7992693097445
1919,297.71959239597135
1920,298.3329679939775
1921,299.0958802933242
1922,299.4123020342945
1923,299.79302554285914
1924,300.47235548772954
1925,300.89829001108404
1926,301.02692402137416
1927,300.94989366725366
1928,301.0299688855337
1929,301.8487267400572
1930,302.28847607492196
1931,302.2615251509598
1932,302.97371423317225
1933,304.5032998852245
1934,305.08453603975073
1935,304.6440411254707
1936,304.84902794131204
1937,305.84757699804317
1938,307.30074739014526
1939,307.69123768560877
1940,307.89215372793905
1941,308.10367153282425
1942,308.3908456701243
1943,308.50401910582076
1944,308.40858170538155
1945,308.9126901839006
1946,309.20307776821534
1947,308.88994411238434
1948,309.39564340355435
1949,309.93993000873536
1950,310.71018098594345
1951,311.4904127521787
1952,311.93175702235527
1953,312.3522824430902
1954,313.371294561495
1955,314.11705986664145
1956,314.8694449966394
1957,315.8052061933821
1958,317.1703870459166
1959,317.8148203150768
1960,317.9830929729945
1961,319.1551688160756
1962,320.08279720933814
1963,320.5109953771905
1964,321.4191427857799
1965,322.5372022851157
1966,323.7349157707606
1967,324.9068288044044
1968,326.21837202704415
1969,327.4666038850644
1970,329.02866157219523
1971,330.96221625960413
1972,332.5658131242324
1973,334.228373188014
1974,335.08753468755265
1975,335.4834732631335
1976,337.3304433204456
1977,339.2217533685053
1978,340.4722031671461
1979,341.62148823672175
1980,342.67390108814504
1981,343.9050549116333
1982,345.6612469590646
1983,347.3638460707568
1984,349.1013386468365
1985,350.8622063915675
1986,351.70081003430016
1987,353.2909722094772
1988,355.0644120935787
1989,357.38566535995415
1990,359.55365900787814
1991,361.0253479138109
1992,361.91605012341705
1993,363.0011263967674
1994,364.3441094543543
1995,365.96272451076214
1996,367.5945082561466
1997,369.20167974342826
1998,371.3453098657931
1999,373.55232282279655
2000,373.70918356963904
2001,374.6788598429359
2002,376.67329683847714
2003,379.12828831732924
2004,381.11438136391587
2005,383.46687228964436
2006,385.8499922216758
2007,388.1122441732685
2008,390.427131834753
2009,391.6293810283526
2010,393.25765013985665
2011,395.6959028932106
2012,398.8399412709003
2013,401.91896961218436
2014,405.0092503739894
