,co2
1850,281.80792854653004
1851,281.5681897976969
1852,281.95110140910907
1853,282.35421327489456
1854,283.33196547997454
1855,284.071951762703
1856,283.82083338296997
1857,284.2210882011085
1858,284.6301479842276
1859,284.53079309854445
1860,284.7236288271683
1861,285.1022746963429
1862,285.4770850993951
1863,286.09959941182007
1864,286.30139293720015
1865,287.21022205963396
1866,287.71834332703986
1867,287.4584359339317
1868,287.9342187298761
1869,287.93260943608954
1870,288.1806970845014
1871,288.43701810725315
1872,288.2854686251385
1873,288.4231230675541
1874,288.2085849532543
1875,288.27878652803145
1876,288.54903930803505
1877,288.93969291049024
1878,288.75259352033834
1879,288.3824167732677
1880,289.1637445088893
1881,290.05849662434565
1882,290.0835941337367
1883,290.16763958785185
1884,290.94456083009
1885,291.2590224667522
1886,290.2575272842896
1887,289.93087572468454
1888,290.3065077574337
1889,290.65902183696875
1890,290.91553000118193
1891,291.42034024940807
1892,292.1432480910234
1893,292.3513268614643
1894,292.06261198643205
1895,292.2722094092984
1896,292.4094263101622
1897,292.5539951913827
1898,293.4652777905632
1899,293.79098554384484
1900,293.8259443945205
1901,294.0491714982357
1902,295.14096081275954
1903,295.4142664713952
1904,294.98514199545826
1905,295.31014399269
1906,294.9570400725745
1907,295.17537627861844
1908,296.2555001935638
1909,296.49046891987973
1910,296.13828719550236
1911,296.5294001731492
1912,296.82727910793443
1913,297.7412151182647
1914,298.5587421986314
1915,299.1575851558236
1916,298.63618192115825
1917,298.0858057709994
1918,298.06130811600224
1919,298.55399786681363
1920,298.90285607760507
1921,298.6845010561004
1922,298.9558631986778
1923,299.68137002672455
1924,300.9666903224587
1925,302.17309949308935
1926,302.18269531797034
1927,301.58452387266794
1928,301.80227902215694
1929,302.6223773216069
1930,302.9176512770306
1931,303.464197573292
1932,304.78624753223454
1933,305.42312011187965
1934,305.15816852922137
1935,305.00641760831525
1936,304.6023042838492
1937,305.14627326199565
1938,305.96663783994046
1939,306.424098611219
1940,306.1243558040544
1941,305.85176246210926
1942,306.2250568483643
1943,307.015175145925
1944,308.1292835299269
1945,309.3395359487715
1946,310.0231773075083
1947,309.8660605388271
1948,309.9076605268817
1949,310.51699178641803
1950,311.2310271040297
1951,312.76822663087114
1952,313.5582083556879
1953,314.1514978110249
1954,314.15675688461675
1955,313.9970279957274
1956,314.1030169730423
1957,314.871418507997
1958,316.12967485270855
1959,317.26602359391904
1960,318.08710915416486
1961,319.05723411842695
1962,319.46754901897646
1963,320.12890302996317
1964,321.4956853162738
1965,323.5809643840103
1966,325.08583574870676
1967,325.82591609999923
1968,326.88965379856137
1969,328.555987571506
1970,329.8617758670008
1971,330.8990999936496
1972,331.7506103937453
1973,332.7078607120495
1974,334.10956189213175
1975,335.6303407217186
1976,337.91309825893404
1977,339.3752444907008
1978,340.4005011370021
1979,341.3548222821093
1980,342.98442472551824
1981,344.41955825040304
1982,345.96017819713506
1983,347.84741611457895
1984,349.4912927568155
1985,350.3575240452499
1986,351.1173887151664
1987,352.7663498618577
1988,354.5479230355911
1989,356.2252895802889
1990,357.95717586309604
1991,359.75691797071096
1992,361.1764342702789
1993,362.954999655741
1994,364.81854466882095
1995,365.9853122056711
1996,367.6250049770199
1997,369.6137343347572
1998,371.2339485608343
1999,372.72852968070663
2000,374.07198163729856
2001,376.0373218301783
2002,378.1775184214737
2003,379.61982895668945
2004,381.45340110384745
2005,385.36897569025564
2006,387.6465209102636
2007,388.88795514315274
2008,390.6223283619323
2009,392.3174763056428
2010,394.4738282779615
2011,396.4618801575301
2012,399.0166792927313
2013,401.58228297719296
2014,404.31929875450015
