,co2
2015,407.0001514010067
2016,410.1323496413498
2017,412.88005277384934
2018,415.0022040440417
2019,417.6001645887606
2020,420.43885514161906
2021,424.46942094710374
2022,427.5534676102338
2023,430.5043824841862
2024,434.21849084257656
2025,437.35748342149077
2026,440.278226018236
2027,443.8838360403815
2028,448.3940495606403
2029,453.23035604082725
2030,457.0968933133428
2031,462.1047666679267
2032,465.794614938941
2033,468.60475149484876
2034,472.2630898486106
2035,476.4037119896486
2036,480.8522134071647
2037,486.1676387493429
2038,492.04274678495307
2039,496.2133305206303
2040,501.16333905223007
2041,506.8115315931069
2042,512.914969340765
2043,518.6003929355757
2044,523.9170802242339
2045,530.0159835719084
2046,536.4737573707731
2047,542.2836803514757
2048,549.1586181478403
2049,555.4398426506247
2050,562.200967067475
2051,569.6595802721926
2052,577.1134935419997
2053,583.4948438066484
2054,590.7279180897642
2055,598.6553378166586
2056,607.0670715792146
2057,615.5251606672857
2058,623.9036028308838
2059,632.687474552388
2060,641.3861239247423
2061,650.5692394979321
2062,660.0067335471699
2063,669.684800992953
2064,679.7288092938459
2065,689.0659182674698
2066,697.9896274245206
2067,707.7304373617959
2068,718.7737755565693
2069,729.3297239008716
2070,739.9431418087636
2071,751.1306914633976
2072,763.0052337681731
2073,774.253018761095
2074,785.2470309945518
2075,796.34617189881
2076,808.3091325920616
2077,821.0603057370116
2078,832.8289376864197
2079,844.4560077218481
2080,856.9078458306086
2081,869.2608777804605
2082,881.6248011168831
2083,893.4377045832279
2084,905.9267529780568
2085,919.6201464140163
2086,932.5445209938049
2087,945.288795920755
2088,957.969848138646
2089,969.9628779892537
2090,982.4216216615081
2091,994.7885615479513
2092,1007.895918893261
2093,1019.9512401549548
2094,1031.7037520808522
2095,1043.6026189138004
2096,1055.6770219876246
2097,1068.1225673595252
2098,1080.5813406126267
2099,1092.317484010777
