,co2
2015,407.27730419310893
2016,409.2832478201016
2017,412.04043945463246
2018,414.6866235418117
2019,417.3296581470435
2020,420.43035117474636
2021,423.32430592559024
2022,425.8353793211759
2023,429.1291529646627
2024,432.1320343558082
2025,435.6658296361997
2026,439.86627184018596
2027,443.5367410473558
2028,446.7976051811514
2029,449.63394306410555
2030,452.98628368824484
2031,457.564995051648
2032,463.22196918275864
2033,468.294076528261
2034,471.2342063432862
2035,474.6161524962057
2036,479.2670889910152
2037,484.44738727621615
2038,490.26582273907786
2039,495.7703249652356
2040,500.81560017824177
2041,506.1297122925234
2042,511.07201388870766
2043,516.8856762254618
2044,523.1804533920462
2045,529.9828959634008
2046,535.8540088200091
2047,542.1808111591909
2048,548.0027593529688
2049,554.131745214319
2050,560.7845063236855
2051,568.5821180573993
2052,575.2883176517896
2053,582.8461393591014
2054,591.2970013203998
2055,599.9272089939086
2056,607.6714894602857
2057,614.8500488949088
2058,622.6345469557438
2059,631.4462875977177
2060,640.9806658866756
2061,650.950344031843
2062,660.9725410303554
2063,670.3860992591289
2064,679.4012777155616
2065,689.1047334627673
2066,699.1321567973256
2067,709.2908479533562
2068,719.6866985957602
2069,730.3712830751853
2070,740.8523755895897
2071,751.8801564538569
2072,763.1835730691604
2073,774.0024235165491
2074,785.0858625296379
2075,796.8866498368861
2076,808.3011803730087
2077,819.9871363542372
2078,831.6478971924865
2079,843.8752019712401
2080,856.8433499875404
2081,870.4699356916809
2082,882.8550993264262
2083,894.1706773554064
2084,905.7720081538772
2085,918.4260839965539
2086,931.1985738938922
2087,944.0427870286381
2088,956.459329031088
2089,969.2005384213875
2090,981.3832681892388
2091,993.5737391007361
2092,1005.6951910380932
2093,1018.0886937698806
2094,1031.2608469456986
2095,1043.1499593498522
2096,1054.4612781368035
2097,1066.2896252662617
2098,1078.5354613946522
2099,1090.7117798361328
