,co2
2015,406.6532921252043
2016,409.1543957025223
2017,411.5483806125437
2018,413.7432758043135
2019,417.4419947375945
2020,420.66245583678364
2021,424.3852390483284
2022,426.71251774027576
2023,428.9929510148825
2024,432.3116526189044
2025,435.4227563228581
2026,438.63308358090086
2027,441.94998759801496
2028,445.6115418534278
2029,450.0805371757479
2030,453.8761946843933
2031,458.1463548060745
2032,462.9726655117289
2033,466.85254177373236
2034,469.8441197633315
2035,474.79656851183387
2036,480.74073877190875
2037,486.1655650053787
2038,490.3219257901226
2039,495.36978685599297
2040,501.17651671148184
2041,506.63909252276846
2042,512.3990091750536
2043,518.059205477486
2044,524.3734450507509
2045,530.8044772033729
2046,536.4630165354157
2047,543.4904837104333
2048,549.8895992031853
2049,556.1313211039553
2050,562.3517767466443
2051,569.5660883146946
2052,577.2776886998827
2053,584.237228243679
2054,591.1137433526533
2055,599.2918079658401
2056,607.5081897993613
2057,615.5603662822904
2058,623.4180658801497
2059,632.3820395016469
2060,641.556919885988
2061,650.1421036715984
2062,658.7915903333005
2063,668.1906449849936
2064,677.7595019373167
2065,688.8789412106878
2066,700.2949831450775
2067,709.8147592935203
2068,719.328867822486
2069,729.9522914447083
2070,740.803310732328
2071,752.0810906057295
2072,763.085492624522
2073,774.7041236149742
2074,785.9435119766515
2075,798.1113031702114
2076,810.4206939646527
2077,822.1579082605405
2078,833.1712684808098
2079,844.8202361253901
2080,857.6845584483858
2081,869.8997388603749
2082,882.0979298137058
2083,895.0067388446046
2084,907.2681737193601
2085,919.1418739408728
2086,931.2795013466229
2087,943.6815954187351
2088,956.1893284979759
2089,967.6267923020182
2090,980.1300515936458
2091,992.8224482911434
2092,1005.2334282833298
2093,1017.5236936078741
2094,1030.8739124924657
2095,1043.429012053424
2096,1055.7983959616931
2097,1068.5158900314373
2098,1080.6114465829528
2099,1091.4985054628212
