,co2
2015,407.3792724102822
2016,409.42853865227625
2017,410.80525179404015
2018,412.94305616139764
2019,415.21883901956096
2020,417.64953128517516
2021,420.7070101185715
2022,423.77797668480997
2023,425.3504288153298
2024,427.6147732294299
2025,429.18878936910914
2026,430.5306258172203
2027,432.6913637305726
2028,434.9039821016996
2029,437.1006328837028
2030,439.0844648701771
2031,440.5717911741848
2032,441.59677544724286
2033,443.51978991662196
2034,445.28233519013406
2035,447.1951779153104
2036,449.10555858748467
2037,450.13400853629076
2038,450.5986028669504
2039,451.5742990831973
2040,453.4265267843739
2041,454.49227842861796
2042,455.86356540411737
2043,456.9095823429939
2044,456.8190358496053
2045,456.74290757524847
2046,458.0404260329214
2047,459.27284853169095
2048,459.6055167135192
2049,460.2981147588483
2050,461.09369914510694
2051,460.87428459370716
2052,460.56644792241195
2053,460.42035146287526
2054,460.5523005841167
2055,460.75638942829386
2056,461.48497439527216
2057,462.138882601605
2058,462.3618909143265
2059,462.2118326607331
2060,462.15034540318555
2061,462.2089800284376
2062,461.56624336393827
2063,461.76672262905817
2064,462.3989994524876
2065,462.7827316879967
2066,462.1162696869967
2067,461.19775944672443
2068,460.78212511326007
2069,460.0136786786981
2070,459.62314304320273
2071,459.3186655223861
2072,458.9987641776064
2073,458.66799004817256
2074,457.6045146815388
2075,456.9066767470934
2076,456.29684573284953
2077,455.800746682881
2078,454.7004236610226
2079,453.88632506433817
2080,452.95274446239046
2081,452.2123400398371
2082,452.1618478202547
2083,451.66105133118526
2084,451.5246172418547
2085,450.14882002543607
2086,447.51039764007174
2087,446.4542748178511
2088,445.7414259616888
2089,445.9014654770365
2090,444.14673369989896
2091,441.0696334219158
2092,438.9890636631948
2093,438.46853723007604
2094,437.94032494845555
2095,437.037242774234
2096,435.5887003807631
2097,433.8417411842213
2098,432.3935341948289
2099,431.29116554985643
