,co2
2015,407.0826940284962
2016,409.64160633777215
2017,411.65273028515145
2018,414.02489650187084
2019,416.5177327849376
2020,418.38658549254717
2021,420.1615938624087
2022,422.4981181213599
2023,425.56858412671477
2024,427.96514919544285
2025,430.2500650383429
2026,432.12476036939927
2027,433.58661310466886
2028,435.764898751103
2029,437.8832150380604
2030,439.9234058839223
2031,442.20953458857525
2032,444.11158865339894
2033,445.1221313222578
2034,447.1482722161369
2035,449.0712109848517
2036,450.76852435123357
2037,451.7246577858024
2038,452.2233379906576
2039,453.17880640346607
2040,454.82877292465366
2041,456.38831340627394
2042,457.5334862180238
2043,457.55159621813783
2044,457.3336511498552
2045,457.96560661572215
2046,458.45765801766544
2047,459.4443881623712
2048,459.6639209083298
2049,459.65015711511757
2050,460.692905800944
2051,461.16809677457496
2052,461.46304744499486
2053,461.63287236254706
2054,462.75929445210977
2055,463.40795309863023
2056,463.29392298332846
2057,463.32631534627956
2058,462.8492226577188
2059,462.5087278078776
2060,463.074241224318
2061,463.91325533519563
2062,463.90204792626923
2063,463.0136806804555
2064,461.91518874513764
2065,461.35786105188527
2066,460.94021826929304
2067,461.3702424142531
2068,462.4317811795738
2069,462.36089276987497
2070,461.4763526883825
2071,460.59083333447535
2072,459.3013068686257
2073,458.9108271771524
2074,458.697243281444
2075,458.48163823604136
2076,458.01734385229076
2077,457.6078753716536
2078,456.6257203667179
2079,455.48698484957555
2080,455.12532273933664
2081,453.935451040651
2082,452.74166793349735
2083,452.31232912074563
2084,451.68616240660344
2085,451.55774511242566
2086,450.4859570135636
2087,447.9903086771341
2088,446.34985288564536
2089,445.2373213871959
2090,444.5873699579706
2091,443.9094692650452
2092,442.4927200425773
2093,440.9674156717877
2094,439.86026968622656
2095,439.244217739314
2096,437.8180607458973
2097,435.7856089121957
2098,434.1080733763844
2099,432.47843236289106
