,co2
2015,407.75228392928267
2016,410.28940906355706
2017,412.54022958136363
2018,414.57033398470895
2019,416.4493292774307
2020,418.9333780860818
2021,421.63333083501243
2022,424.04050026958805
2023,425.95415084926606
2024,427.4792269009194
2025,428.06586527531385
2026,428.4912486267075
2027,429.4904061348839
2028,431.5784338587758
2029,433.2874482031719
2030,434.09370481811123
2031,434.40334713013203
2032,434.3481515238071
2033,434.5205588325064
2034,434.74737849020846
2035,435.18406301274916
2036,435.63686334133166
2037,435.58067822888796
2038,435.90685718982047
2039,435.8167644297393
2040,435.37915945900005
2041,434.20299695852896
2042,433.9360540120492
2043,433.9650146009459
2044,433.56275568772855
2045,432.81884596985316
2046,431.93159611079045
2047,431.07921565024753
2048,430.9212382318065
2049,430.2719762965685
2050,429.77831411925933
2051,428.88941100323615
2052,427.2794571436771
2053,426.3121379094539
2054,425.60417141005945
2055,425.8124895993072
2056,425.7023715721251
2057,423.7650896722634
2058,422.1594012343842
2059,421.6033719930656
2060,420.7444431941863
2061,419.3110738110184
2062,417.6841961630708
2063,417.20830583759823
2064,417.09819142941086
2065,416.5223720816655
2066,415.06027337897154
2067,414.1819794352855
2068,413.85144413738794
2069,413.0403251119852
2070,411.4721063274806
2071,410.92121944911844
2072,410.21547224204795
2073,408.6703347942402
2074,407.70674115419536
2075,407.2251683399041
2076,406.3482786791542
2077,406.29422329608036
2078,405.44921208929304
2079,403.89254830253776
2080,402.94543478000963
2081,401.70411430618947
2082,400.4468769383403
2083,399.23559923321574
2084,398.85726365974676
2085,397.68219315548436
2086,397.0925896218352
2087,395.6622913727772
2088,394.78754085965625
2089,393.72845420951177
2090,392.2260897523226
2091,391.9619645967109
2092,390.95509492163126
2093,388.42260486709057
2094,386.8206290889472
2095,385.98760286675184
2096,384.5320074985171
2097,383.2120646057022
2098,381.6374103548949
2099,380.79655582126486
2100,379.0467975030011
2101,377.1971887077669
2102,375.1665033199058
2103,374.8807996954711
2104,374.02847089614716
2105,372.33400656706533
2106,371.2781358537081
2107,369.6097873863243
2108,367.4651925451248
2109,365.61253607992654
2110,364.0929618340364
2111,363.09384613971446
2112,361.9585831920476
2113,361.0249652142938
2114,360.37085577670837
2115,358.7150936679558
2116,356.8949360598717
2117,356.37028246761616
2118,355.35523142782193
2119,353.1346646456987
2120,352.002404304691
2121,350.80050609966077
2122,349.4841907878045
2123,348.63899399844934
2124,347.5093096674991
2125,347.03062144957596
2126,346.99267678931005
2127,345.58924853548893
2128,343.9752476931943
2129,342.52511235648814
2130,341.3900906570206
2131,341.4557491148384
2132,340.81060577747024
2133,339.2047382796942
2134,337.9931348843093
2135,337.5244097371855
2136,336.4900969872785
2137,336.1035055906769
2138,335.39725784097817
2139,334.39499472509095
2140,333.6178029422556
2141,333.074230493294
2142,331.875182481584
2143,330.60720380619455
2144,329.6910519596662
2145,328.94091472872606
2146,328.85135577500637
2147,328.8305635153252
2148,328.5965815186878
2149,327.60602123633464
2150,326.86048855151256
2151,326.5041866629392
2152,325.9824391479901
2153,325.87914999976914
2154,324.8890792712035
2155,325.2365333958601
2156,325.8298329411326
2157,324.8327930667162
2158,323.5074508820221
2159,323.33023411323177
2160,323.5256069194302
2161,323.85985470325664
2162,323.5328630051494
2163,322.48842899397704
2164,321.30797149088687
2165,320.81068282578156
2166,320.9568601126432
2167,320.99822607386903
2168,321.57593459999134
2169,322.26287792312996
2170,322.6912976284043
2171,322.4387278788125
2172,322.58536372019864
2173,323.27075310792486
2174,322.9308250955584
2175,322.25422030271346
2176,322.34587840710304
2177,322.18255615835164
2178,322.15867946826364
2179,322.49206573150184
2180,322.73331492957385
2181,322.29284946887435
2182,322.1296268067065
2183,323.0339827243644
2184,323.2143803433499
2185,323.15485542105523
2186,322.77538432212316
2187,322.6226840922667
2188,322.97027731943535
2189,323.97476011660916
2190,324.6145547666141
2191,325.3416102942037
2192,325.347620444172
2193,325.32258353033853
2194,325.3429467125628
2195,325.72407875873165
2196,326.190770543355
2197,325.79477334152654
2198,325.67863763641833
2199,326.2554995220447
2200,326.7898692041507
2201,326.79829398822426
2202,326.41627310277084
2203,326.65997319455045
2204,326.86417059568095
2205,325.4871536866124
2206,324.859905212926
2207,325.37486479878254
2208,326.02150755395564
2209,325.8007465303214
2210,326.0108988916709
2211,325.7721935808085
2212,325.29018669884084
2213,325.84057138059006
2214,326.8253680707015
2215,326.825488904671
2216,326.63781992530875
2217,326.72656233397373
2218,327.05672633791767
2219,327.0700531732527
2220,327.5575738638065
2221,327.93230050266317
2222,327.22697274617155
2223,326.81635056842066
2224,327.109790821755
2225,327.15441848782837
2226,327.0726389285916
2227,326.6596840590645
2228,326.66569900541805
2229,327.6014578562518
2230,328.6113550321427
2231,327.9448384477596
